message,label,source
Huh but i cant go 2 ur house empty handed right?,legitimate,SMSSpamCollection
Good morning princess! Happy New Year!,legitimate,SMSSpamCollection
Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,fraudulent,SMSSpamCollection
"Aight, we'll head out in a few",legitimate,SMSSpamCollection
Then wat r u doing now? Busy wif work?,legitimate,SMSSpamCollection
I know you mood off today,legitimate,SMSSpamCollection
"Jay told me already, will do",legitimate,SMSSpamCollection
Cps is causing the outages to conserve energy.,legitimate,SMSSpamCollection
"I'm not sure, I was just checking out what was happening around the area",legitimate,SMSSpamCollection
Hey morning what you come to ask:-) pa...,legitimate,SMSSpamCollection
Jordan got voted out last nite!,legitimate,SMSSpamCollection
"That means you got an A in epi, she.s fine. She.s here now.",legitimate,SMSSpamCollection
I have no idea where you are,legitimate,SMSSpamCollection
Pls come quick cant bare this.,legitimate,SMSSpamCollection
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,legitimate,SMSSpamCollection
"Call me. I m unable to cal. Lets meet bhaskar, and deep",legitimate,SMSSpamCollection
No. I.ll meet you in the library,legitimate,SMSSpamCollection
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",legitimate,SMSSpamCollection
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,legitimate,SMSSpamCollection
Ok c ü then.,legitimate,SMSSpamCollection
I enjoy watching and playing football and basketball. Anything outdoors. And you?,legitimate,SMSSpamCollection
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",legitimate,SMSSpamCollection
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,legitimate,SMSSpamCollection
Hey check it da. I have listed da.,legitimate,SMSSpamCollection
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,fraudulent,SMSSpamCollection
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,legitimate,SMSSpamCollection
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,legitimate,SMSSpamCollection
Goin to workout lor... Muz lose e fats... ,legitimate,SMSSpamCollection
"Damn, poor zac doesn't stand a chance",legitimate,SMSSpamCollection
No message..no responce..what happend?,legitimate,SMSSpamCollection
I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),legitimate,SMSSpamCollection
Yeah right! I'll bring my tape measure fri!,legitimate,SMSSpamCollection
Still chance there. If you search hard you will get it..let have a try :),legitimate,SMSSpamCollection
Meeting u is my work. . . Tel me when shall i do my work tomorrow,legitimate,SMSSpamCollection
Should I head straight there or what,legitimate,SMSSpamCollection
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,fraudulent,SMSSpamCollection
Thank you princess! You are so sexy...,legitimate,SMSSpamCollection
Oooh I got plenty of those!,legitimate,SMSSpamCollection
Hui xin is in da lib.,legitimate,SMSSpamCollection
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,legitimate,SMSSpamCollection
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",legitimate,SMSSpamCollection
ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,legitimate,SMSSpamCollection
You know what hook up means right?,legitimate,SMSSpamCollection
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",fraudulent,SMSSpamCollection
Wat's da model num of ur phone?,legitimate,SMSSpamCollection
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,legitimate,SMSSpamCollection
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",fraudulent,SMSSpamCollection
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,legitimate,SMSSpamCollection
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",legitimate,SMSSpamCollection
* Thought I didn't see you.,legitimate,SMSSpamCollection
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,fraudulent,SMSSpamCollection
Carlos says we can pick up from him later so yeah we're set,legitimate,SMSSpamCollection
"Hey babe, my friend had to cancel, still up for a visit ?",legitimate,SMSSpamCollection
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,legitimate,SMSSpamCollection
Hmm ill have to think about it... ok you're forgiven! =D,legitimate,SMSSpamCollection
"We are hoping to get away by 7, from Langport. You still up for town tonight?",legitimate,SMSSpamCollection
Want to send me a virtual hug?... I need one,legitimate,SMSSpamCollection
"Probably not, still going over some stuff here",legitimate,SMSSpamCollection
It has issues right now. Ill fix for her by tomorrow.,legitimate,SMSSpamCollection
Why i come in between you people,legitimate,SMSSpamCollection
Senthil group company Apnt 5pm.,legitimate,SMSSpamCollection
Oh really?? Did you make it on air? What's your talent?,legitimate,SMSSpamCollection
Studying. But i.ll be free next weekend.,legitimate,SMSSpamCollection
R u here yet? I'm wearing blue shirt n black pants.,legitimate,SMSSpamCollection
Wait.i will come out.. &lt;#&gt;  min:),legitimate,SMSSpamCollection
I will reach ur home in  &lt;#&gt;  minutes,legitimate,SMSSpamCollection
Well then you have a great weekend!,legitimate,SMSSpamCollection
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",legitimate,SMSSpamCollection
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",legitimate,SMSSpamCollection
Huh? 6 also cannot? Then only how many mistakes?,legitimate,SMSSpamCollection
Ha... U jus ate honey ar? So sweet...,legitimate,SMSSpamCollection
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,legitimate,SMSSpamCollection
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",legitimate,SMSSpamCollection
Thanks for loving me so. You rock,legitimate,SMSSpamCollection
Yeah imma come over cause jay wants to do some drugs,legitimate,SMSSpamCollection
Ok thanx... Take care then...,legitimate,SMSSpamCollection
Yup. Thk of u oso boring wat.,legitimate,SMSSpamCollection
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",legitimate,SMSSpamCollection
Moji just informed me that you saved our lives. Thanks.,legitimate,SMSSpamCollection
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,fraudulent,SMSSpamCollection
Whos this am in class:-),legitimate,SMSSpamCollection
Hey r ü still online? I've finished the formatting...,legitimate,SMSSpamCollection
Great! So what attracts you to the brothas?,legitimate,SMSSpamCollection
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,fraudulent,SMSSpamCollection
Stupid.its not possible,legitimate,SMSSpamCollection
I cant pick the phone right now. Pls send a message,legitimate,SMSSpamCollection
LOL what happens in Vegas stays in vegas,legitimate,SMSSpamCollection
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",legitimate,SMSSpamCollection
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,legitimate,SMSSpamCollection
Dad says hurry the hell up,legitimate,SMSSpamCollection
Wake me up at  &lt;#&gt;  am morning:),legitimate,SMSSpamCollection
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",legitimate,SMSSpamCollection
Great! I shoot big loads so get ready!,legitimate,SMSSpamCollection
I'll meet you in the lobby,legitimate,SMSSpamCollection
You still coming tonight?,legitimate,SMSSpamCollection
What happen dear tell me,legitimate,SMSSpamCollection
"Sir, i am waiting for your call, once free please call me.",legitimate,SMSSpamCollection
No i am not having not any movies in my laptop,legitimate,SMSSpamCollection
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,legitimate,SMSSpamCollection
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,legitimate,SMSSpamCollection
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",legitimate,SMSSpamCollection
I am in tirupur.  call you da.,legitimate,SMSSpamCollection
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,fraudulent,SMSSpamCollection
S:)but he had some luck.2 catches put down:),legitimate,SMSSpamCollection
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,legitimate,SMSSpamCollection
Oh...i asked for fun. Haha...take care. ü,legitimate,SMSSpamCollection
Shall i get my pouch?,legitimate,SMSSpamCollection
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,legitimate,SMSSpamCollection
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",legitimate,SMSSpamCollection
Kent vale lor... Ü wait 4 me there ar?,legitimate,SMSSpamCollection
Ok. Very good. Its all about making that money.,legitimate,SMSSpamCollection
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),legitimate,SMSSpamCollection
Aight do you still want to get money,legitimate,SMSSpamCollection
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,fraudulent,SMSSpamCollection
Ok.ok ok..then..whats ur todays plan,legitimate,SMSSpamCollection
ARE YOU IN TOWN? THIS IS V. IMPORTANT,legitimate,SMSSpamCollection
"Sorry pa, i dont knw who ru pa?",legitimate,SMSSpamCollection
Wat u doing there?,legitimate,SMSSpamCollection
If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,legitimate,SMSSpamCollection
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",legitimate,SMSSpamCollection
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",legitimate,SMSSpamCollection
Networking technical support associate.,legitimate,SMSSpamCollection
I'm gonna rip out my uterus.,legitimate,SMSSpamCollection
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,legitimate,SMSSpamCollection
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",fraudulent,SMSSpamCollection
"Yeah why not, is the gang all ready",legitimate,SMSSpamCollection
Blank is Blank. But wat is blank? Lol,legitimate,SMSSpamCollection
I'm in a movie... Collect car oredi...,legitimate,SMSSpamCollection
We left already we at orchard now.,legitimate,SMSSpamCollection
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",fraudulent,SMSSpamCollection
